model,batch_size,hidden_dim,device,accelerator,requires_grad,use_torchscript,dropout,act_fn,avg_memory,max_memory,latency,macs,total_params,trainable_params,bidirectional,seq_len
lstm,1.0,16.0,cuda,True,False,False,0.0,relu,38114426880.0,38114426880.0,0.0032920310739427,294912.0,2176.0,0.0,False,128.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38135398400.0,38135398400.0,0.0001019376795738,8704.0,8448.0,0.0,False,1.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38162661376.0,38162661376.0,0.0001142426859587,17408.0,8448.0,0.0,False,2.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38200410112.0,38200410112.0,0.0001573751214891,34816.0,8448.0,0.0,False,4.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0001980104949325,69632.0,8448.0,0.0,False,8.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0002147055696696,139264.0,8448.0,0.0,False,16.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0003179013729095,278528.0,8448.0,0.0,False,32.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0017273223958909,557056.0,8448.0,0.0,False,64.0
lstm,1.0,32.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0034642780665308,1114112.0,8448.0,0.0,False,128.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0002552198711782,33792.0,33280.0,0.0,False,1.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0001559532713145,67584.0,33280.0,0.0,False,2.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0001883243210613,135168.0,33280.0,0.0,False,4.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0003528879024088,270336.0,33280.0,0.0,False,8.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0004641789942979,540672.0,33280.0,0.0,False,16.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0007160020526498,1081344.0,33280.0,0.0,False,32.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.0005117876455187,2162688.0,33280.0,0.0,False,64.0
lstm,1.0,64.0,cuda,True,False,False,0.0,relu,38215090176.0,38215090176.0,0.000942527828738,4325376.0,33280.0,0.0,False,128.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0001038372982293,528384.0,526336.0,0.0,False,1.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0001049841754138,1056768.0,526336.0,0.0,False,2.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0001706567592918,2113536.0,526336.0,0.0,False,4.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0003329965285956,4227072.0,526336.0,0.0,False,8.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0005373427644371,8454144.0,526336.0,0.0,False,16.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.000837965728715,16908288.0,526336.0,0.0,False,32.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0021339726168662,33816576.0,526336.0,0.0,False,64.0
lstm,1.0,256.0,cuda,True,False,False,0.0,relu,38238158848.0,38238158848.0,0.0034572516568005,67633152.0,526336.0,0.0,False,128.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,38257033216.0,38257033216.0,0.0001610717736184,2105344.0,2101248.0,0.0,False,1.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,38257033216.0,38257033216.0,0.0001793351024389,4210688.0,2101248.0,0.0,False,2.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,38278004736.0,38278004736.0,0.0003560695797204,8421376.0,2101248.0,0.0,False,4.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,38278004736.0,38278004736.0,0.000331567460671,16842752.0,2101248.0,0.0,False,8.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,36946313216.0,36946313216.0,0.0006075139623135,33685504.0,2101248.0,0.0,False,16.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,36946313216.0,36946313216.0,0.0010234033223241,67371008.0,2101248.0,0.0,False,32.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,36967284736.0,36967284736.0,0.0023150488734245,134742016.0,2101248.0,0.0,False,64.0
lstm,1.0,512.0,cuda,True,False,False,0.0,relu,36967284736.0,36967284736.0,0.0032097233925014,269484032.0,2101248.0,0.0,False,128.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38290587648.0,38290587648.0,0.0002013948280364,8404992.0,8396800.0,0.0,False,1.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38254936064.0,38254936064.0,0.0003896325826644,16809984.0,8396800.0,0.0,False,2.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38290587648.0,38290587648.0,0.0008104173000901,33619968.0,8396800.0,0.0,False,4.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38326239232.0,38326239232.0,0.0005380019545555,67239936.0,8396800.0,0.0,False,8.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38361890816.0,38361890816.0,0.0008808646351099,134479872.0,8396800.0,0.0,False,16.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38397542400.0,38397542400.0,0.0015610951930284,268959744.0,8396800.0,0.0,False,32.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38433193984.0,38433193984.0,0.0037656270433217,537919488.0,8396800.0,0.0,False,64.0
lstm,1.0,1024.0,cuda,True,False,False,0.0,relu,38523371520.0,38523371520.0,0.0065880476031452,1075838976.0,8396800.0,0.0,False,128.0
lstm,1.0,2048.0,cuda,True,False,False,0.0,relu,38907150336.0,38907150336.0,0.0006044034380465,33587200.0,33570816.0,0.0,False,1.0
lstm,1.0,2048.0,cuda,True,False,False,0.0,relu,39043465216.0,39043465216.0,0.0008794182911515,67174400.0,33570816.0,0.0,False,2.0
