accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,seq_len,total_params,trainable_params,use_torchscript
0.0,relu,290.8359375,1.0,cpu,,4.0,0.0001382872000021962,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,8.0,7.55216500010647e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,16.0,7.935989999623415e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,32.0,7.648915000117995e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,64.0,7.703410001340673e-05,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.8359375,1.0,cpu,,256.0,0.00014493474998289455,0.0,290.8359375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.83984375,1.0,cpu,,512.0,0.00041146180001305765,0.0,290.83984375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,290.83984375,1.0,cpu,,1024.0,0.0014198452499840641,0.0,290.83984375,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,286.72265625,1.0,cpu,,2048.0,0.004364417149986366,0.0,286.72265625,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,301.9140625,1.0,cpu,,3072.0,0.010687016899987613,0.0,301.9140625,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,333.04296875,1.0,cpu,,4096.0,0.01860541634998753,0.0,333.04296875,feedforward,0.0,16.0,0.0,0.0,0.0
0.0,relu,285.02734375,1.0,cpu,,1.0,9.0425000007599e-05,0.0,285.02734375,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.02734375,1.0,cpu,,2.0,8.616929999334388e-05,0.0,285.02734375,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.02734375,1.0,cpu,,4.0,9.52328999801466e-05,0.0,285.02734375,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,8.0,6.978164999509318e-05,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,16.0,7.199459998901148e-05,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,32.0,7.442845001150999e-05,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,64.0,0.00010522115001094788,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,256.0,0.000219841200009796,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03125,1.0,cpu,,512.0,0.0005925619499976165,0.0,285.03125,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,285.03515625,1.0,cpu,,1024.0,0.0022147625500110735,0.0,285.03515625,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,286.9765625,1.0,cpu,,2048.0,0.008212523199995303,0.0,286.9765625,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,306.73046875,1.0,cpu,,3072.0,0.018588756500003002,0.0,306.73046875,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,324.984375,1.0,cpu,,4096.0,0.033310743400011236,0.0,324.984375,feedforward,0.0,32.0,0.0,0.0,0.0
0.0,relu,293.09375,1.0,cpu,,1.0,7.508425001105934e-05,0.0,293.09375,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.09765625,1.0,cpu,,2.0,6.936730001143588e-05,0.0,293.09765625,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.09765625,1.0,cpu,,4.0,8.730380000088188e-05,0.0,293.09765625,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,8.0,7.150710000587423e-05,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,16.0,7.420819999879314e-05,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
0.0,relu,293.10546875,1.0,cpu,,32.0,0.00013194549999298033,0.0,293.10546875,feedforward,0.0,64.0,0.0,0.0,0.0
