<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_nn_calls,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
45.0,35288211456.0,,,,,,,1.0,relu,1068630016.0,4.0,,384.0,0.011129844933748244,35289696256.0,1068630016.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,1484800.0,,,41.0,0.0,,,,,,,,
45.0,62734598144.0,,,,,,,1.0,relu,1236402176.0,4.0,,512.0,0.018227951228618627,62737229824.0,1236402176.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,2631680.0,,,41.0,0.0,,,,,,,,
45.0,24015588352.0,,,,,,,1.0,relu,1238499328.0,8.0,,224.0,0.010084246471524238,24016612352.0,1238499328.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,1024000.0,,,41.0,0.0,,,,,,,,
45.0,70576422912.0,,,,,,,1.0,relu,1427243008.0,8.0,,384.0,0.020327162742614747,70579392512.0,1427243008.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,2969600.0,,,41.0,0.0,,,,,,,,
45.0,125469196288.0,,,,,,,1.0,relu,1762787328.0,8.0,,512.0,0.03567716777324677,125474459648.0,1762787328.0,gernet,0.0,87.0,21142920.0,0.0,0.0,0.0,,,1.0,5263360.0,,,41.0,0.0,,,,,,,,
20.0,1813561344.0,,,1.0,512000.0,,,1.0,relu,789708800.0,1.0,,224.0,0.0026499994099140173,1824033792.0,789708800.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,9934848.0,1.0,25600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,5329649664.0,,,1.0,512000.0,,,1.0,relu,858914816.0,1.0,,384.0,0.003205300867557525,5359432192.0,858914816.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,29196288.0,1.0,74240.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,9474932736.0,,,1.0,512000.0,,,1.0,relu,907149312.0,1.0,,512.0,0.003081056103110313,9527480832.0,907149312.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,51904512.0,1.0,131584.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,3627122688.0,,,1.0,1024000.0,,,1.0,relu,938606592.0,2.0,,224.0,0.002631295844912529,3648067584.0,938606592.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,19869696.0,1.0,51200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,10659299328.0,,,1.0,1024000.0,,,1.0,relu,1005715456.0,2.0,,384.0,0.0034020300954580307,10718864384.0,1005715456.0,resnet18,0.0,52.0,11689512.0,0.0,0.0,0.0,20.0,58392576.0,1.0,148480.0,,,9.0,0.0,1.0,0.0,,,,,,
