<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,accelerator,act_fn,avg_memory,batch_size,dropout,input_size,latency,macs,max_memory,model,requires_grad,total_params,trainable_params,use_dquant,use_torchscript,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
8077339392.0,0.0,234487808.0,,0.0,relu,1201.34765625,4.0,,384.0,0.26582550030143465,8311987968.0,1201.53515625,alexnet,0.0,61100840.0,0.0,0.0,0.0,,160768.0,,0.0,0.0,
14594845440.0,0.0,234487808.0,,0.0,relu,1028.9166217672414,4.0,,512.0,0.4547469137993175,14829600512.0,1031.96484375,alexnet,0.0,61100840.0,0.0,0.0,0.0,,267264.0,,0.0,0.0,
5244532224.0,0.0,468975616.0,,0.0,relu,1240.1782670454545,8.0,,224.0,0.1811945041990839,5713655296.0,1240.1953125,alexnet,0.0,61100840.0,0.0,0.0,0.0,,147456.0,,0.0,0.0,
16154678784.0,0.0,468975616.0,,0.0,relu,1037.7296875,8.0,,384.0,0.4834570692997658,16623975936.0,1051.81640625,alexnet,0.0,61100840.0,0.0,0.0,0.0,,321536.0,,0.0,0.0,
29189690880.0,0.0,468975616.0,,0.0,relu,1308.3352864583333,8.0,,512.0,0.8643835530994692,29659201024.0,1329.328125,alexnet,0.0,61100840.0,0.0,0.0,0.0,,534528.0,,0.0,0.0,
818924576.0,0.0,,,0.0,relu,674.4390625,1.0,,224.0,0.04093378699908499,819094576.0,676.9921875,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,170000.0,,0.0,0.0,
2489503776.0,0.0,,,0.0,relu,708.6236979166665,1.0,,384.0,0.1122414112003753,2490033776.0,713.83984375,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,530000.0,,0.0,0.0,
4478017568.0,0.0,,,0.0,relu,747.0171274038463,1.0,,512.0,0.2133796811976936,4478979568.0,761.796875,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,962000.0,,0.0,0.0,
1637849152.0,0.0,,,0.0,relu,754.0859375,2.0,,224.0,0.07685988819866907,1638189152.0,754.0859375,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,340000.0,,0.0,0.0,
4979007552.0,0.0,,,0.0,relu,776.533453525641,2.0,,384.0,0.2454635618982138,4980067552.0,794.5625,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,1060000.0,,0.0,0.0,
8956035136.0,0.0,,,0.0,relu,800.5598958333335,2.0,,512.0,0.5382590485998662,8957959136.0,858.0390625,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,1924000.0,,0.0,0.0,
3275698304.0,0.0,,,0.0,relu,797.4375,4.0,,224.0,0.1727381727017928,3276378304.0,797.4375,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,680000.0,,0.0,0.0,
9958015104.0,0.0,,,0.0,relu,844.96015625,4.0,,384.0,0.5602816212980543,9960135104.0,866.5625,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,2120000.0,,0.0,0.0,
17912070272.0,0.0,,,0.0,relu,891.4557291666665,4.0,,512.0,1.1882202962005977,17915918272.0,976.25,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,3848000.0,,0.0,0.0,
6551396608.0,0.0,,,0.0,relu,945.6078125,8.0,,224.0,0.3455909137992421,6552756608.0,945.78125,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,1360000.0,,0.0,0.0,
19916030208.0,0.0,,,0.0,relu,998.556640625,8.0,,384.0,1.158641566100414,19920270208.0,1092.125,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,4240000.0,,0.0,0.0,
35824140544.0,0.0,,,0.0,relu,1080.1500651041667,8.0,,512.0,2.0851238571020074,35831836544.0,1174.3515625,squeezenet,0.0,1248424.0,0.0,0.0,0.0,,7696000.0,,0.0,0.0,
15346630656.0,0.0,123633664.0,,0.0,relu,1222.303125,1.0,,224.0,0.4138759716995992,15470314496.0,1233.734375,vgg16,0.0,138357544.0,0.0,0.0,0.0,,50176.0,,0.0,0.0,
45100302336.0,0.0,123633664.0,,0.0,relu,1266.123325892857,1.0,,384.0,1.190482142698602,45224034816.0,1321.875,vgg16,0.0,138357544.0,0.0,0.0,0.0,,98816.0,,0.0,0.0,
80178315264.0,0.0,123633664.0,,0.0,relu,1343.3635817307693,1.0,,512.0,2.073134729001322,80302105088.0,1493.0546875,vgg16,0.0,138357544.0,0.0,0.0,0.0,,156160.0,,0.0,0.0,
30693261312.0,0.0,247267328.0,,0.0,relu,1320.650390625,2.0,,224.0,0.8235305862996029,30940628992.0,1320.83984375,vgg16,0.0,138357544.0,0.0,0.0,0.0,,100352.0,,0.0,0.0,
90200604672.0,0.0,247267328.0,,0.0,relu,1383.2713068181818,2.0,,384.0,2.3670202824985607,90448069632.0,1531.66796875,vgg16,0.0,138357544.0,0.0,0.0,0.0,,197632.0,,0.0,0.0,
160356630528.0,0.0,247267328.0,,0.0,relu,1453.376608455883,2.0,,512.0,4.2638605760992485,160604210176.0,1734.9140625,vgg16,0.0,138357544.0,0.0,0.0,0.0,,312320.0,,0.0,0.0,
61386522624.0,0.0,494534656.0,,0.0,relu,1474.7764756944446,4.0,,224.0,1.5699417084018932,61881257984.0,1572.3359375,vgg16,0.0,138357544.0,0.0,0.0,0.0,,200704.0,,0.0,0.0,
180401209344.0,0.0,494534656.0,,0.0,relu,1540.0104851973686,4.0,,384.0,4.893729352400987,180896139264.0,1850.2265625,vgg16,0.0,138357544.0,0.0,0.0,0.0,,395264.0,,0.0,0.0,
320713261056.0,0.0,494534656.0,,0.0,relu,1642.053955078125,4.0,,512.0,8.663289244801854,321208420352.0,2190.0234375,vgg16,0.0,138357544.0,0.0,0.0,0.0,,624640.0,,0.0,0.0,
