img_size,in_channel,input_size,kernel_size,macs,out_channel,stride
7.0,128.0,"torch.Size([1, 128, 7, 7])",3.0,1180672.0,1024.0,5.0
14.0,128.0,"torch.Size([1, 128, 14, 14])",3.0,10626048.0,1024.0,5.0
28.0,128.0,"torch.Size([1, 128, 28, 28])",3.0,42504192.0,1024.0,5.0
56.0,128.0,"torch.Size([1, 128, 56, 56])",3.0,142861312.0,1024.0,5.0
112.0,128.0,"torch.Size([1, 128, 112, 112])",3.0,571445248.0,1024.0,5.0
224.0,128.0,"torch.Size([1, 128, 224, 224])",3.0,2390860800.0,1024.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,402976.0,32.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,1611904.0,32.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,6447616.0,32.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,25790464.0,32.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,103161856.0,32.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,412647424.0,32.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,131584.0,32.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,402976.0,32.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,1611904.0,32.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,6447616.0,32.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,25790464.0,32.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,103161856.0,32.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,32896.0,32.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,74016.0,32.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,296064.0,32.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,1184256.0,32.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,4350496.0,32.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,16653600.0,32.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,1844000.0,32.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,10621440.0,32.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,49861760.0,32.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,215084160.0,32.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,892496000.0,32.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,3635187840.0,32.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,663840.0,32.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,2655360.0,32.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,12465440.0,32.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,53771040.0,32.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,223124000.0,32.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,908796960.0,32.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,73760.0,32.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,663840.0,32.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,2655360.0,32.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,8924960.0,32.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,35699840.0,32.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,149364000.0,32.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,805952.0,64.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,3223808.0,64.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,12895232.0,64.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,51580928.0,64.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,206323712.0,64.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,825294848.0,64.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,263168.0,64.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,805952.0,64.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,3223808.0,64.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,12895232.0,64.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,51580928.0,64.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,206323712.0,64.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,65792.0,64.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,148032.0,64.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,592128.0,64.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,2368512.0,64.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,8700992.0,64.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,33307200.0,64.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,3688000.0,64.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,21242880.0,64.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,99723520.0,64.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,430168320.0,64.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,1784992000.0,64.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,7270375680.0,64.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,1327680.0,64.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,5310720.0,64.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,24930880.0,64.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,107542080.0,64.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,446248000.0,64.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,1817593920.0,64.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,147520.0,64.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,1327680.0,64.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,5310720.0,64.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,17849920.0,64.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,71399680.0,64.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,298728000.0,64.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,1611904.0,128.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,6447616.0,128.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,25790464.0,128.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,103161856.0,128.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,412647424.0,128.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,1650589696.0,128.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,526336.0,128.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,1611904.0,128.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,6447616.0,128.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,25790464.0,128.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,103161856.0,128.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,412647424.0,128.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,131584.0,128.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,296064.0,128.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,1184256.0,128.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,4737024.0,128.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,17401984.0,128.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,66614400.0,128.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,7376000.0,128.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,42485760.0,128.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,199447040.0,128.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,860336640.0,128.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,3569984000.0,128.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,14540751360.0,128.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,2655360.0,128.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,10621440.0,128.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,49861760.0,128.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,215084160.0,128.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,892496000.0,128.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,3635187840.0,128.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,295040.0,128.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,2655360.0,128.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,10621440.0,128.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,35699840.0,128.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,142799360.0,128.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,597456000.0,128.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,3223808.0,256.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,12895232.0,256.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,51580928.0,256.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,206323712.0,256.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,825294848.0,256.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,3301179392.0,256.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,1052672.0,256.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,3223808.0,256.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,12895232.0,256.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,51580928.0,256.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,206323712.0,256.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,825294848.0,256.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,263168.0,256.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,592128.0,256.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,2368512.0,256.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,9474048.0,256.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,34803968.0,256.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,133228800.0,256.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,14752000.0,256.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,84971520.0,256.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,398894080.0,256.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,1720673280.0,256.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,7139968000.0,256.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,29081502720.0,256.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,5310720.0,256.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,21242880.0,256.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,99723520.0,256.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,430168320.0,256.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,1784992000.0,256.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,7270375680.0,256.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,590080.0,256.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,5310720.0,256.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,21242880.0,256.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,71399680.0,256.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,285598720.0,256.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,1194912000.0,256.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,6447616.0,512.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,25790464.0,512.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,103161856.0,512.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,412647424.0,512.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,1650589696.0,512.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,6602358784.0,512.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,2105344.0,512.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,6447616.0,512.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,25790464.0,512.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,103161856.0,512.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,412647424.0,512.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,1650589696.0,512.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,526336.0,512.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,1184256.0,512.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,4737024.0,512.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,18948096.0,512.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,69607936.0,512.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,266457600.0,512.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,29504000.0,512.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,169943040.0,512.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,797788160.0,512.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,3441346560.0,512.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,14279936000.0,512.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,58163005440.0,512.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,10621440.0,512.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,42485760.0,512.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,199447040.0,512.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,860336640.0,512.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,3569984000.0,512.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,14540751360.0,512.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,1180160.0,512.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,10621440.0,512.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,42485760.0,512.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,142799360.0,512.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,571197440.0,512.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,2389824000.0,512.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,12895232.0,1024.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,51580928.0,1024.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,206323712.0,1024.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,825294848.0,1024.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,3301179392.0,1024.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,13204717568.0,1024.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,4210688.0,1024.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,12895232.0,1024.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,51580928.0,1024.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,206323712.0,1024.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,825294848.0,1024.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,3301179392.0,1024.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",1.0,1052672.0,1024.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",1.0,2368512.0,1024.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",1.0,9474048.0,1024.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",1.0,37896192.0,1024.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",1.0,139215872.0,1024.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",1.0,532915200.0,1024.0,5.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,59008000.0,1024.0,1.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,339886080.0,1024.0,1.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,1595576320.0,1024.0,1.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,6882693120.0,1024.0,1.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,28559872000.0,1024.0,1.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,116326010880.0,1024.0,1.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,21242880.0,1024.0,2.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,84971520.0,1024.0,2.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,398894080.0,1024.0,2.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,1720673280.0,1024.0,2.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,7139968000.0,1024.0,2.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,29081502720.0,1024.0,2.0
7.0,256.0,"torch.Size([1, 256, 7, 7])",3.0,2360320.0,1024.0,5.0
14.0,256.0,"torch.Size([1, 256, 14, 14])",3.0,21242880.0,1024.0,5.0
28.0,256.0,"torch.Size([1, 256, 28, 28])",3.0,84971520.0,1024.0,5.0
56.0,256.0,"torch.Size([1, 256, 56, 56])",3.0,285598720.0,1024.0,5.0
112.0,256.0,"torch.Size([1, 256, 112, 112])",3.0,1142394880.0,1024.0,5.0
224.0,256.0,"torch.Size([1, 256, 224, 224])",3.0,4779648000.0,1024.0,5.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",1.0,804384.0,32.0,1.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",1.0,3217536.0,32.0,1.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",1.0,12870144.0,32.0,1.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",1.0,51480576.0,32.0,1.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",1.0,205922304.0,32.0,1.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",1.0,823689216.0,32.0,1.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",1.0,262656.0,32.0,2.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",1.0,804384.0,32.0,2.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",1.0,3217536.0,32.0,2.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",1.0,12870144.0,32.0,2.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",1.0,51480576.0,32.0,2.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",1.0,205922304.0,32.0,2.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",1.0,65664.0,32.0,5.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",1.0,147744.0,32.0,5.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",1.0,590976.0,32.0,5.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",1.0,2363904.0,32.0,5.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",1.0,8684064.0,32.0,5.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",1.0,33242400.0,32.0,5.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",3.0,3687200.0,32.0,1.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",3.0,21238272.0,32.0,1.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",3.0,99701888.0,32.0,1.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",3.0,430075008.0,32.0,1.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",3.0,1784604800.0,32.0,1.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",3.0,7268798592.0,32.0,1.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",3.0,1327392.0,32.0,2.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",3.0,5309568.0,32.0,2.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",3.0,24925472.0,32.0,2.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",3.0,107518752.0,32.0,2.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",3.0,446151200.0,32.0,2.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",3.0,1817199648.0,32.0,2.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",3.0,147488.0,32.0,5.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",3.0,1327392.0,32.0,5.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",3.0,5309568.0,32.0,5.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",3.0,17846048.0,32.0,5.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",3.0,71384192.0,32.0,5.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",3.0,298663200.0,32.0,5.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",1.0,1608768.0,64.0,1.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",1.0,6435072.0,64.0,1.0
28.0,512.0,"torch.Size([1, 512, 28, 28])",1.0,25740288.0,64.0,1.0
56.0,512.0,"torch.Size([1, 512, 56, 56])",1.0,102961152.0,64.0,1.0
112.0,512.0,"torch.Size([1, 512, 112, 112])",1.0,411844608.0,64.0,1.0
224.0,512.0,"torch.Size([1, 512, 224, 224])",1.0,1647378432.0,64.0,1.0
7.0,512.0,"torch.Size([1, 512, 7, 7])",1.0,525312.0,64.0,2.0
14.0,512.0,"torch.Size([1, 512, 14, 14])",1.0,1608768.0,64.0,2.0
