device,model,accelerator,requires_grad,use_torchscript,num_threads,batch_size,img_size,avg_memory,max_memory,latency,macs,total_params,trainable_params
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,16.0,224.0,49604722688.0,49604722688.0,0.0633207447594031,86402538688.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,16.0,384.0,50038833152.0,50038833152.0,0.1020480792038142,253610467008.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,16.0,448.0,50479235072.0,50479235072.0,0.1796019337372854,345134806720.0,54139356.0,0.0
herron_gpu,efficientnet,1.0,0.0,0.0,1.0,16.0,512.0,49892032512.0,49892032512.0,0.1902397747617215,450739814080.0,54139356.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,1.0,224.0,48480649216.0,48480649216.0,0.0045435209060087,314130496.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,1.0,384.0,48520495104.0,48520495104.0,0.0046966093592345,920677376.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,1.0,448.0,48564535296.0,48564535296.0,0.0059595101047307,1252681984.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,1.0,512.0,48614866944.0,48614866944.0,0.007258681836538,1635764224.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,2.0,224.0,48614866944.0,48614866944.0,0.0051406461512669,628260992.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,2.0,384.0,47323021312.0,47323021312.0,0.0071394149912521,1841354752.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,2.0,448.0,47402713088.0,47402713088.0,0.0092301008990034,2505363968.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,2.0,512.0,47503376384.0,47503376384.0,0.0107401698594912,3271528448.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,4.0,224.0,48755376128.0,48755376128.0,0.0050956978695467,1256521984.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,4.0,384.0,48868622336.0,48868622336.0,0.0103545453399419,3682709504.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,4.0,448.0,49023811584.0,49023811584.0,0.0139175198040902,5010727936.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,4.0,512.0,49225138176.0,49225138176.0,0.0142217875923961,6543056896.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,8.0,224.0,49225138176.0,49225138176.0,0.0054666314506903,2513043968.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,8.0,384.0,49451630592.0,49451630592.0,0.0112851903075352,7365419008.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,8.0,448.0,49787174912.0,49787174912.0,0.015054795704782,10021455872.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,8.0,512.0,50235965440.0,50235965440.0,0.0247598594985902,13086113792.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,16.0,224.0,50259034112.0,50259034112.0,0.0073278692085295,5026087936.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,16.0,384.0,50712018944.0,50712018944.0,0.0192599428119137,14730838016.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,16.0,448.0,49191583744.0,49191583744.0,0.0381091300630942,20042911744.0,3504872.0,0.0
herron_gpu,mobilenet_v2,1.0,0.0,0.0,1.0,16.0,512.0,50305171456.0,50305171456.0,0.0371954984497278,26172227584.0,3504872.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,1.0,224.0,48484843520.0,48484843520.0,0.004943208862096071,325329152.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,1.0,384.0,48510009344.0,48510009344.0,0.004754016152583062,953587712.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,1.0,448.0,48510009344.0,48510009344.0,0.004572429950349033,1297476608.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,1.0,512.0,48522592256.0,48522592256.0,0.005021456070244313,1694271488.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,2.0,224.0,48535175168.0,48535175168.0,0.004932849039323628,650658304.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,2.0,384.0,47199289344.0,47199289344.0,0.006395941297523677,1907175424.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,2.0,448.0,47220260864.0,47220260864.0,0.006971131288446486,2594953216.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,2.0,512.0,47270592512.0,47270592512.0,0.008757313108071684,3388542976.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,4.0,224.0,47270592512.0,47270592512.0,0.0051802078960463405,1301316608.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,4.0,384.0,48583409664.0,48583409664.0,0.009694208903238178,3814350848.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,4.0,448.0,48663101440.0,48663101440.0,0.012981802993454038,5189906432.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,4.0,512.0,48763764736.0,48763764736.0,0.01433909775223583,6777085952.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,8.0,224.0,48763764736.0,48763764736.0,0.005316924653016031,2602633216.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,8.0,384.0,48877010944.0,48877010944.0,0.010578561294823884,7628701696.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,8.0,448.0,49057366016.0,49057366016.0,0.012694837036542594,10379812864.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,8.0,512.0,49306927104.0,49306927104.0,0.02094209990464151,13554171904.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,16.0,224.0,49327898624.0,49327898624.0,0.006543710897676647,5205266432.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,16.0,384.0,49554391040.0,49554391040.0,0.022291643056087197,15257403392.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,16.0,448.0,49864769536.0,49864769536.0,0.037765981256961824,20759625728.0,4383312.0,0.0
herron_gpu,mnasnet,1.0,0.0,0.0,1.0,16.0,512.0,50267422720.0,50267422720.0,0.03141355249099433,27108343808.0,4383312.0,0.0
