<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs
20.0,14508490752.0,,,1.0,4096000.0,,,1432354816.0,8.0,224.0,0.0036228463053703313,14592270336.0,1432354816.0,resnet18,52.0,11689512.0,0.0,20.0,79478784.0,1.0,204800.0,,,9.0,0.0,1.0,0.0,,
20.0,29016981504.0,,,1.0,8192000.0,,,1537212416.0,16.0,224.0,0.005172763951122761,29184540672.0,1537212416.0,resnet18,52.0,11689512.0,0.0,20.0,158957568.0,1.0,409600.0,,,9.0,0.0,1.0,0.0,,
20.0,58033963008.0,,,1.0,16384000.0,,,1742733312.0,32.0,224.0,0.009474026039242744,58369081344.0,1742733312.0,resnet18,52.0,11689512.0,0.0,20.0,317915136.0,1.0,819200.0,,,9.0,0.0,1.0,0.0,,
20.0,116067926016.0,,,1.0,32768000.0,,,2157969408.0,64.0,224.0,0.01767465304583311,116738162688.0,2157969408.0,resnet18,52.0,11689512.0,0.0,20.0,635830272.0,1.0,1638400.0,,,9.0,0.0,1.0,0.0,,
20.0,174101889024.0,,,1.0,49152000.0,,,3124756480.0,96.0,224.0,0.02532636728137732,175107244032.0,3124756480.0,resnet18,52.0,11689512.0,0.0,20.0,953745408.0,1.0,2457600.0,,,9.0,0.0,1.0,0.0,,
20.0,232135852032.0,,,1.0,65536000.0,,,4410310656.0,128.0,224.0,0.03225627299398184,233476325376.0,4410310656.0,resnet18,52.0,11689512.0,0.0,20.0,1271660544.0,1.0,3276800.0,,,9.0,0.0,1.0,0.0,,
20.0,348203778048.0,,,1.0,98304000.0,,,6339690496.0,192.0,224.0,0.04813326373696327,350214488064.0,6339690496.0,resnet18,52.0,11689512.0,0.0,20.0,1907490816.0,1.0,4915200.0,,,9.0,0.0,1.0,0.0,,
20.0,464271704064.0,,,1.0,131072000.0,,,7988051968.0,256.0,224.0,0.06117981765419245,466952650752.0,7988051968.0,resnet18,52.0,11689512.0,0.0,20.0,2543321088.0,1.0,6553600.0,,,9.0,0.0,1.0,0.0,,
20.0,696407556096.0,,,1.0,196608000.0,,,10454302720.0,384.0,224.0,0.08907911702990531,700428976128.0,10454302720.0,resnet18,52.0,11689512.0,0.0,20.0,3814981632.0,1.0,9830400.0,,,9.0,0.0,1.0,0.0,,
20.0,928543408128.0,,,1.0,262144000.0,,,13744734208.0,512.0,224.0,0.1183162048459053,933905301504.0,13744734208.0,resnet18,52.0,11689512.0,0.0,20.0,5086642176.0,1.0,13107200.0,,,9.0,0.0,1.0,0.0,,
5.0,655566528.0,2.0,0.0,3.0,58621952.0,,,1352663040.0,1.0,224.0,0.0009325074031949043,714206912.0,1352663040.0,alexnet,21.0,61100840.0,0.0,,,1.0,18432.0,,,7.0,0.0,3.0,0.0,,
5.0,1311133056.0,2.0,0.0,3.0,117243904.0,,,1587544064.0,2.0,224.0,0.0009583657607436179,1428413824.0,1587544064.0,alexnet,21.0,61100840.0,0.0,,,1.0,36864.0,,,7.0,0.0,3.0,0.0,,
5.0,2622266112.0,2.0,0.0,3.0,234487808.0,,,1608515584.0,4.0,224.0,0.0011849304661154744,2856827648.0,1608515584.0,alexnet,21.0,61100840.0,0.0,,,1.0,73728.0,,,7.0,0.0,3.0,0.0,,
5.0,5244532224.0,2.0,0.0,3.0,468975616.0,,,1864368128.0,8.0,224.0,0.00185493677854538,5713655296.0,1864368128.0,alexnet,21.0,61100840.0,0.0,,,1.0,147456.0,,,7.0,0.0,3.0,0.0,,
5.0,10489064448.0,2.0,0.0,3.0,937951232.0,,,2187329536.0,16.0,224.0,0.0022297510877251625,11427310592.0,2187329536.0,alexnet,21.0,61100840.0,0.0,,,1.0,294912.0,,,7.0,0.0,3.0,0.0,,
5.0,20978128896.0,2.0,0.0,3.0,1875902464.0,,,2527068160.0,32.0,224.0,0.0034491304308176037,22854621184.0,2527068160.0,alexnet,21.0,61100840.0,0.0,,,1.0,589824.0,,,7.0,0.0,3.0,0.0,,
5.0,41956257792.0,2.0,0.0,3.0,3751804928.0,,,2854223872.0,64.0,224.0,0.006186087429523468,45709242368.0,2854223872.0,alexnet,21.0,61100840.0,0.0,,,1.0,1179648.0,,,7.0,0.0,3.0,0.0,,
5.0,62934386688.0,2.0,0.0,3.0,5627707392.0,,,3017801728.0,96.0,224.0,0.009504118375480177,68563863552.0,3017801728.0,alexnet,21.0,61100840.0,0.0,,,1.0,1769472.0,,,7.0,0.0,3.0,0.0,,
5.0,83912515584.0,2.0,0.0,3.0,7503609856.0,,,3458203648.0,128.0,224.0,0.011809437721967695,91418484736.0,3458203648.0,alexnet,21.0,61100840.0,0.0,,,1.0,2359296.0,,,7.0,0.0,3.0,0.0,,
5.0,125868773376.0,2.0,0.0,3.0,11255414784.0,,,3766484992.0,192.0,224.0,0.015641232393681998,137127727104.0,3766484992.0,alexnet,21.0,61100840.0,0.0,,,1.0,3538944.0,,,7.0,0.0,3.0,0.0,,
5.0,167825031168.0,2.0,0.0,3.0,15007219712.0,,,4632608768.0,256.0,224.0,0.02023210059851408,182836969472.0,4632608768.0,alexnet,21.0,61100840.0,0.0,,,1.0,4718592.0,,,7.0,0.0,3.0,0.0,,
5.0,251737546752.0,2.0,0.0,3.0,22510829568.0,,,5240782848.0,384.0,224.0,0.029353074543178082,274255454208.0,5240782848.0,alexnet,21.0,61100840.0,0.0,,,1.0,7077888.0,,,7.0,0.0,3.0,0.0,,
5.0,335650062336.0,2.0,0.0,3.0,30014439424.0,,,6048186368.0,512.0,224.0,0.03899211809039116,365673938944.0,6048186368.0,alexnet,21.0,61100840.0,0.0,,,1.0,9437184.0,,,7.0,0.0,3.0,0.0,,
26.0,818924576.0,1.0,0.0,,,,,1115684864.0,1.0,224.0,0.0026613432914018628,819094576.0,1115684864.0,squeezenet,57.0,1248424.0,0.0,,,1.0,170000.0,,,26.0,0.0,3.0,0.0,,
26.0,1637849152.0,1.0,0.0,,,,,1136656384.0,2.0,224.0,0.0027505487203598024,1638189152.0,1136656384.0,squeezenet,57.0,1248424.0,0.0,,,1.0,340000.0,,,26.0,0.0,3.0,0.0,,
26.0,3275698304.0,1.0,0.0,,,,,1159725056.0,4.0,224.0,0.002777892351150513,3276378304.0,1159725056.0,squeezenet,57.0,1248424.0,0.0,,,1.0,680000.0,,,26.0,0.0,3.0,0.0,,
26.0,6551396608.0,1.0,0.0,,,,,1237319680.0,8.0,224.0,0.003448653966188431,6552756608.0,1237319680.0,squeezenet,57.0,1248424.0,0.0,,,1.0,1360000.0,,,26.0,0.0,3.0,0.0,,
26.0,13102793216.0,1.0,0.0,,,,,1384120320.0,16.0,224.0,0.006355974078178406,13105513216.0,1384120320.0,squeezenet,57.0,1248424.0,0.0,,,1.0,2720000.0,,,26.0,0.0,3.0,0.0,,
26.0,26205586432.0,1.0,0.0,,,,,1679818752.0,32.0,224.0,0.011005084961652756,26211026432.0,1679818752.0,squeezenet,57.0,1248424.0,0.0,,,1.0,5440000.0,,,26.0,0.0,3.0,0.0,,
26.0,52411172864.0,1.0,0.0,,,,,2560622592.0,64.0,224.0,0.022360693477094167,52422052864.0,2560622592.0,squeezenet,57.0,1248424.0,0.0,,,1.0,10880000.0,,,26.0,0.0,3.0,0.0,,
26.0,78616759296.0,1.0,0.0,,,,,3441426432.0,96.0,224.0,0.03357361238449812,78633079296.0,3441426432.0,squeezenet,57.0,1248424.0,0.0,,,1.0,16320000.0,,,26.0,0.0,3.0,0.0,,
26.0,104822345728.0,1.0,0.0,,,,,4611637248.0,128.0,224.0,0.04558824766427279,104844105728.0,4611637248.0,squeezenet,57.0,1248424.0,0.0,,,1.0,21760000.0,,,26.0,0.0,3.0,0.0,,
26.0,157233518592.0,1.0,0.0,,,,,6364856320.0,192.0,224.0,0.0685351811349392,157266158592.0,6364856320.0,squeezenet,57.0,1248424.0,0.0,,,1.0,32640000.0,,,26.0,0.0,3.0,0.0,,
26.0,209644691456.0,1.0,0.0,,,,,8703180800.0,256.0,224.0,0.09212600439786912,209688211456.0,8703180800.0,squeezenet,57.0,1248424.0,0.0,,,1.0,43520000.0,,,26.0,0.0,3.0,0.0,,
26.0,314467037184.0,1.0,0.0,,,,,12209618944.0,384.0,224.0,0.1372462285682559,314532317184.0,12209618944.0,squeezenet,57.0,1248424.0,0.0,,,1.0,65280000.0,,,26.0,0.0,3.0,0.0,,
26.0,419289382912.0,1.0,0.0,,,,,16882073600.0,512.0,224.0,0.18284932058304548,419376422912.0,16882073600.0,squeezenet,57.0,1248424.0,0.0,,,1.0,87040000.0,,,26.0,0.0,3.0,0.0,,
13.0,15346630656.0,2.0,0.0,3.0,123633664.0,,,1713373184.0,1.0,224.0,0.004111187160015106,15470314496.0,1713373184.0,vgg16,39.0,138357544.0,0.0,,,1.0,50176.0,,,15.0,0.0,5.0,0.0,,
13.0,30693261312.0,2.0,0.0,3.0,247267328.0,,,2283798528.0,2.0,224.0,0.006551260687410831,30940628992.0,2283798528.0,vgg16,39.0,138357544.0,0.0,,,1.0,100352.0,,,15.0,0.0,5.0,0.0,,
13.0,61386522624.0,2.0,0.0,3.0,494534656.0,,,2904555520.0,4.0,224.0,0.011669045686721802,61881257984.0,2904555520.0,vgg16,39.0,138357544.0,0.0,,,1.0,200704.0,,,15.0,0.0,5.0,0.0,,
13.0,122773045248.0,2.0,0.0,3.0,989069312.0,,,3852468224.0,8.0,224.0,0.01769167948514223,123762515968.0,3852468224.0,vgg16,39.0,138357544.0,0.0,,,1.0,401408.0,,,15.0,0.0,5.0,0.0,,
13.0,245546090496.0,2.0,0.0,3.0,1978138624.0,,,5488246784.0,16.0,224.0,0.026836473308503632,247525031936.0,5488246784.0,vgg16,39.0,138357544.0,0.0,,,1.0,802816.0,,,15.0,0.0,5.0,0.0,,
13.0,491092180992.0,2.0,0.0,3.0,3956277248.0,,,7113539584.0,32.0,224.0,0.05298056453466416,495050063872.0,7113539584.0,vgg16,39.0,138357544.0,0.0,,,1.0,1605632.0,,,15.0,0.0,5.0,0.0,,
13.0,982184361984.0,2.0,0.0,3.0,7912554496.0,,,11182014464.0,64.0,224.0,0.1047932267189026,990100127744.0,11182014464.0,vgg16,39.0,138357544.0,0.0,,,1.0,3211264.0,,,15.0,0.0,5.0,0.0,,
13.0,1473276542976.0,2.0,0.0,3.0,11868831744.0,,,16045309952.0,96.0,224.0,0.16038523688912393,1485150191616.0,16045309952.0,vgg16,39.0,138357544.0,0.0,,,1.0,4816896.0,,,15.0,0.0,5.0,0.0,,
13.0,1964368723968.0,2.0,0.0,3.0,15825108992.0,,,19748880384.0,128.0,224.0,0.21275796499103308,1980200255488.0,19748880384.0,vgg16,39.0,138357544.0,0.0,,,1.0,6422528.0,,,15.0,0.0,5.0,0.0,,
13.0,2946553085952.0,2.0,0.0,3.0,23737663488.0,,,29467082752.0,192.0,224.0,0.3195665804669261,2970300383232.0,29467082752.0,vgg16,39.0,138357544.0,0.0,,,1.0,9633792.0,,,15.0,0.0,5.0,0.0,,
13.0,3928737447936.0,2.0,0.0,3.0,31650217984.0,,,36870029312.0,256.0,224.0,0.420775830373168,3960400510976.0,36870029312.0,vgg16,39.0,138357544.0,0.0,,,1.0,12845056.0,,,15.0,0.0,5.0,0.0,,
13.0,5893106171904.0,2.0,0.0,3.0,47475326976.0,,,33611055104.0,384.0,224.0,0.6336479026824235,5940600766464.0,33611055104.0,vgg16,39.0,138357544.0,0.0,,,1.0,19267584.0,,,15.0,0.0,5.0,0.0,,
13.0,7857474895872.0,2.0,0.0,3.0,63300435968.0,,,48412753920.0,512.0,224.0,0.8506609402596951,7920801021952.0,48412753920.0,vgg16,39.0,138357544.0,0.0,,,1.0,25690112.0,,,15.0,0.0,5.0,0.0,,
160.0,7725699072.0,,,1.0,2208000.0,,,1239416832.0,1.0,224.0,0.021285480447113515,7845841056.0,1239416832.0,densenet,486.0,28681000.0,0.0,161.0,117656448.0,,,,,160.0,0.0,1.0,0.0,3.0,277536.0
160.0,15451398144.0,,,1.0,4416000.0,,,1396703232.0,2.0,224.0,0.01978931240737438,15691682112.0,1396703232.0,densenet,486.0,28681000.0,0.0,161.0,235312896.0,,,,,160.0,0.0,1.0,0.0,3.0,555072.0
160.0,30902796288.0,,,1.0,8832000.0,,,1442840576.0,4.0,224.0,0.019202901050448414,31383364224.0,1442840576.0,densenet,486.0,28681000.0,0.0,161.0,470625792.0,,,,,160.0,0.0,1.0,0.0,3.0,1110144.0
