accelerator,act_fn,avg_memory,batch_size,device,dropout,hidden_dim,latency,macs,max_memory,model,requires_grad,total_params,trainable_params,use_torchscript
0.0,relu,280.0546875,1.0,cpu,,64.0,0.0004974717041477561,0.0,280.0546875,mha,0.0,16640.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,128.0,0.0009679640992544591,0.0,280.0546875,mha,0.0,66048.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,256.0,0.00271081100217998,0.0,280.0546875,mha,0.0,263168.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,16.0,0.00031126989633776245,0.0,280.0546875,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,32.0,0.0003639162983745337,0.0,280.0546875,mha,0.0,4224.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,64.0,0.0005151886027306319,0.0,280.0546875,mha,0.0,16640.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,128.0,0.0010089270013850181,0.0,280.0546875,mha,0.0,66048.0,0.0,0.0
0.0,relu,280.0546875,1.0,cpu,,256.0,0.0027491696993820368,0.0,280.0546875,mha,0.0,263168.0,0.0,0.0
0.0,relu,280.1796875,1.0,cpu,,16.0,0.00038554560160264373,0.0,280.1796875,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.18359375,1.0,cpu,,32.0,0.0004493378975894302,0.0,280.18359375,mha,0.0,4224.0,0.0,0.0
0.0,relu,280.18359375,1.0,cpu,,64.0,0.0006265147007070482,0.0,280.18359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,280.18359375,1.0,cpu,,128.0,0.0010933112003840505,0.0,280.18359375,mha,0.0,66048.0,0.0,0.0
0.0,relu,280.18359375,1.0,cpu,,256.0,0.0029123171989340335,0.0,280.18359375,mha,0.0,263168.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,16.0,0.0005608264997135848,0.0,280.43359375,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,32.0,0.000635293999221176,0.0,280.43359375,mha,0.0,4224.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,64.0,0.0008038291009142995,0.0,280.43359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,128.0,0.001241358503466472,0.0,280.43359375,mha,0.0,66048.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,256.0,0.002931654895655811,0.0,280.43359375,mha,0.0,263168.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,16.0,0.0003169907024130225,0.0,280.43359375,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,32.0,0.00039815409691073,0.0,280.43359375,mha,0.0,4224.0,0.0,0.0
0.0,relu,280.43359375,1.0,cpu,,64.0,0.0006608525989577174,0.0,280.43359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,280.45703125,1.0,cpu,,128.0,0.001474356697872281,0.0,280.45703125,mha,0.0,66048.0,0.0,0.0
0.0,relu,283.70200892857144,1.0,cpu,,256.0,0.004697727103484794,0.0,283.765625,mha,0.0,263168.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,16.0,0.0003587286046240479,0.0,286.8046875,mha,0.0,1088.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,32.0,0.00043629620340652765,0.0,286.8046875,mha,0.0,4224.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,64.0,0.0006691193964798003,0.0,286.8046875,mha,0.0,16640.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,128.0,0.0016444000997580589,0.0,286.8046875,mha,0.0,66048.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,256.0,0.004494475002866238,0.0,286.8046875,mha,0.0,263168.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,16.0,0.00044546700082719325,0.0,286.8046875,mha,0.0,1088.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,32.0,0.0005838850978761911,0.0,286.8046875,mha,0.0,4224.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,64.0,0.0007004195998888463,0.0,286.8046875,mha,0.0,16640.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,128.0,0.0017489970021415501,0.0,286.8046875,mha,0.0,66048.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,256.0,0.00535035869688727,0.0,286.8046875,mha,0.0,263168.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,16.0,0.0006332397984806448,0.0,286.8046875,mha,0.0,1088.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,32.0,0.0006210021965671331,0.0,286.8046875,mha,0.0,4224.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,64.0,0.0009474388032685965,0.0,286.8046875,mha,0.0,16640.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,128.0,0.0019845410948619246,0.0,286.8046875,mha,0.0,66048.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,256.0,0.005499201902421191,0.0,286.8046875,mha,0.0,263168.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,16.0,0.0008802589029073716,0.0,286.8046875,mha,0.0,1088.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,32.0,0.0010011436010245235,0.0,286.8046875,mha,0.0,4224.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,64.0,0.0014466814056504518,0.0,286.8046875,mha,0.0,16640.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,128.0,0.0022919567010831086,0.0,286.8046875,mha,0.0,66048.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,256.0,0.005039793002652004,0.0,286.8046875,mha,0.0,263168.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,16.0,0.0004331126983743161,0.0,286.8046875,mha,0.0,1088.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,32.0,0.0006116062984801828,0.0,286.8046875,mha,0.0,4224.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,64.0,0.001146624202374369,0.0,286.8046875,mha,0.0,16640.0,0.0,0.0
0.0,relu,286.8046875,1.0,cpu,,128.0,0.002685260697035119,0.0,286.8046875,mha,0.0,66048.0,0.0,0.0
0.0,relu,291.10894097222223,1.0,cpu,,256.0,0.009553976502502337,0.0,291.12109375,mha,0.0,263168.0,0.0,0.0
0.0,relu,279.30859375,1.0,cpu,,16.0,0.0005104801966808736,0.0,279.30859375,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.05859375,1.0,cpu,,32.0,0.0006620026018936187,0.0,280.05859375,mha,0.0,4224.0,0.0,0.0
0.0,relu,281.09140625,1.0,cpu,,64.0,0.0014167895016726107,0.0,281.18359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,284.0963541666667,1.0,cpu,,128.0,0.003384592797374353,0.0,284.18359375,mha,0.0,66048.0,0.0,0.0
0.0,relu,292.701171875,1.0,cpu,,256.0,0.0099034592974931,0.0,293.2265625,mha,0.0,263168.0,0.0,0.0
0.0,relu,293.68359375,1.0,cpu,,16.0,0.0008717379998415709,0.0,293.68359375,mha,0.0,1088.0,0.0,0.0
0.0,relu,280.17578125,1.0,cpu,,32.0,0.0009639389987569303,0.0,280.26953125,mha,0.0,4224.0,0.0,0.0
0.0,relu,281.08203125,1.0,cpu,,64.0,0.0013189925986807794,0.0,281.18359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,284.8951822916667,1.0,cpu,,128.0,0.003011759801302105,0.0,285.18359375,mha,0.0,66048.0,0.0,0.0
0.0,relu,291.87109375,1.0,cpu,,256.0,0.010046494100242854,0.0,291.87109375,mha,0.0,263168.0,0.0,0.0
0.0,relu,291.68359375,1.0,cpu,,16.0,0.0009956060035619884,0.0,294.87109375,mha,0.0,1088.0,0.0,0.0
0.0,relu,282.12109375,1.0,cpu,,32.0,0.00114609919837676,0.0,282.12109375,mha,0.0,4224.0,0.0,0.0
0.0,relu,282.12109375,1.0,cpu,,64.0,0.0015992287953849882,0.0,282.12109375,mha,0.0,16640.0,0.0,0.0
0.0,relu,284.1881510416667,1.0,cpu,,128.0,0.0037979135988280175,0.0,284.88671875,mha,0.0,66048.0,0.0,0.0
0.0,relu,291.784375,1.0,cpu,,256.0,0.010322826000628994,0.0,291.87109375,mha,0.0,263168.0,0.0,0.0
0.0,relu,279.30859375,1.0,cpu,,16.0,0.001659791899146512,0.0,279.30859375,mha,0.0,1088.0,0.0,0.0
0.0,relu,279.6359375,1.0,cpu,,32.0,0.0017955890973098577,0.0,279.6484375,mha,0.0,4224.0,0.0,0.0
0.0,relu,281.15703125,1.0,cpu,,64.0,0.002284477499779314,0.0,281.18359375,mha,0.0,16640.0,0.0,0.0
0.0,relu,285.107421875,1.0,cpu,,128.0,0.0043530568014830354,0.0,285.39453125,mha,0.0,66048.0,0.0,0.0
0.0,relu,290.93359375,1.0,cpu,,256.0,0.011051945900544525,0.0,290.93359375,mha,0.0,263168.0,0.0,0.0
